Zipcode	Median_Income	Prevelance	COUNTYNAME
34690	22983	6.749649368863955	Pasco
34691	24881	5.973243816952165	Pasco
34695	33962	5.603307583505603	Pinellas
34698	28783	5.358987603305785	Pinellas
34711	30774	6.8870344514076045	Lake
34731	27009	4.468972943868623	Lake
34741	21673	13.391322573883881	Osceola
34743	21164	9.262009798488107	Osceola
34744	22436	12.115377883571954	Osceola
34746	23163	11.029859841560025	Osceola
34747	31955	11.473260279104618	Osceola
34748	24929	7.001525877379493	Lake
34758	21797	8.277124910182417	Osceola
34759	25150	0.05894922997568344	Osceola
34759	25150	0.05894922997568344	Polk
34759	25150	6.494240168987793	Osceola
34759	25150	6.494240168987793	Polk
34761	31374	8.267922553636838	Orange
34769	23907	9.025805161032206	Osceola
34771	27218	8.398251947558427	Osceola
34772	30588	9.018322941850109	Osceola
34785	26759	2.4437619760086093	Sumter
34786	48579	7.142857142857142	Orange
34787	35719	0.020006859494683893	Lake
34787	35719	0.020006859494683893	Orange
34787	35719	8.33285697953584	Lake
34787	35719	8.33285697953584	Orange
34788	24433	5.111856208431814	Lake
34950	18375	9.215202071914714	St. Lucie
34951	24259	4.694259324213726	St. Lucie
34952	26429	6.844371737195372	St. Lucie
34953	27380	7.148009334559083	St. Lucie
34956	20548	11.815168648859427	Martin
34957	31322	4.275124978451991	Martin
34957	31322	4.275124978451991	St. Lucie
34957	31322	0.07757283227029822	Martin
34957	31322	0.07757283227029822	St. Lucie
34972	21901	9.163193945490253	Okeechobee
34972	21901	9.163193945490253	Osceola
34972	21901	9.163193945490253	St. Lucie
34972	21901	0.019159840973319922	Okeechobee
34972	21901	0.019159840973319922	Osceola
34972	21901	0.019159840973319922	St. Lucie
34972	21901	0.019159840973319922	Okeechobee
34972	21901	0.019159840973319922	Osceola
34972	21901	0.019159840973319922	St. Lucie
34974	23392	0.016700066800267203	Glades
34974	23392	0.016700066800267203	Highlands
34974	23392	0.016700066800267203	Martin
34974	23392	0.016700066800267203	Okeechobee
34974	23392	0.016700066800267203	Palm Beach
34974	23392	0.016700066800267203	Glades
34974	23392	0.016700066800267203	Highlands
34974	23392	0.016700066800267203	Martin
34974	23392	0.016700066800267203	Okeechobee
34974	23392	0.016700066800267203	Palm Beach
34974	23392	0.020875083500334003	Glades
34974	23392	0.020875083500334003	Highlands
34974	23392	0.020875083500334003	Martin
34974	23392	0.020875083500334003	Okeechobee
34974	23392	0.020875083500334003	Palm Beach
34974	23392	6.43370073480294	Glades
34974	23392	6.43370073480294	Highlands
34974	23392	6.43370073480294	Martin
34974	23392	6.43370073480294	Okeechobee
34974	23392	6.43370073480294	Palm Beach
34974	23392	0	Glades
34974	23392	0	Highlands
34974	23392	0	Martin
34974	23392	0	Okeechobee
34974	23392	0	Palm Beach
34982	23787	7.642729261985279	St. Lucie
34983	25719	7.176888224578448	St. Lucie
34984	30601	6.442157779856564	St. Lucie
34990	39420	6.023534117803927	Martin
34990	39420	6.023534117803927	St. Lucie
34990	39420	0.0233341111370379	Martin
34990	39420	0.0233341111370379	St. Lucie
34994	28501	8.252808988764045	Martin
34997	29274	6.372109697078329	Martin
